"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","HUR","TOT","PC_LF","M","2020-07",4.4,"E"
"DEU","HUR","TOT","PC_LF","M","2020-08",4.5,"E"
"DEU","HUR","TOT","PC_LF","M","2020-09",4.5,"E"
"DEU","HUR","TOT","PC_LF","M","2020-10",4.5,"E"
"DEU","HUR","TOT","PC_LF","M","2020-11",4.6,"E"
"DEU","HUR","TOT","PC_LF","M","2020-12",4.6,"E"
"DEU","HUR","TOT","PC_LF","M","2021-01",4.6,"E"
"DEU","HUR","TOT","PC_LF","M","2021-02",4.5,"E"
"GRC","HUR","TOT","PC_LF","M","2005-01",10.2,
"GRC","HUR","TOT","PC_LF","M","2005-02",10.1,
"GRC","HUR","TOT","PC_LF","M","2005-03",10.2,
"GRC","HUR","TOT","PC_LF","M","2005-04",10.1,
"GRC","HUR","TOT","PC_LF","M","2005-05",10,
"GRC","HUR","TOT","PC_LF","M","2005-06",10,
"GRC","HUR","TOT","PC_LF","M","2005-07",10.1,
"GRC","HUR","TOT","PC_LF","M","2005-08",10,
"GRC","HUR","TOT","PC_LF","M","2005-09",10.1,
"GRC","HUR","TOT","PC_LF","M","2005-10",10,
"GRC","HUR","TOT","PC_LF","M","2005-11",9.6,
"GRC","HUR","TOT","PC_LF","M","2005-12",9.6,
"GRC","HUR","TOT","PC_LF","M","2006-01",9.5,
"GRC","HUR","TOT","PC_LF","M","2006-02",9.6,
"GRC","HUR","TOT","PC_LF","M","2006-03",9.3,
"GRC","HUR","TOT","PC_LF","M","2006-04",9.2,
"GRC","HUR","TOT","PC_LF","M","2006-05",9.2,
"GRC","HUR","TOT","PC_LF","M","2006-06",9,
"GRC","HUR","TOT","PC_LF","M","2006-07",8.6,
"GRC","HUR","TOT","PC_LF","M","2006-08",8.7,
"GRC","HUR","TOT","PC_LF","M","2006-09",8.6,
"GRC","HUR","TOT","PC_LF","M","2006-10",8.3,
"GRC","HUR","TOT","PC_LF","M","2006-11",9,
"GRC","HUR","TOT","PC_LF","M","2006-12",9.1,
"GRC","HUR","TOT","PC_LF","M","2007-01",8.7,
"GRC","HUR","TOT","PC_LF","M","2007-02",8.8,
"GRC","HUR","TOT","PC_LF","M","2007-03",9.1,
"GRC","HUR","TOT","PC_LF","M","2007-04",8.6,
"GRC","HUR","TOT","PC_LF","M","2007-05",8.3,
"GRC","HUR","TOT","PC_LF","M","2007-06",8.4,
"GRC","HUR","TOT","PC_LF","M","2007-07",8.2,
"GRC","HUR","TOT","PC_LF","M","2007-08",8,
"GRC","HUR","TOT","PC_LF","M","2007-09",8.3,
"GRC","HUR","TOT","PC_LF","M","2007-10",8.2,
"GRC","HUR","TOT","PC_LF","M","2007-11",7.8,
"GRC","HUR","TOT","PC_LF","M","2007-12",8.3,
"GRC","HUR","TOT","PC_LF","M","2008-01",7.7,
"GRC","HUR","TOT","PC_LF","M","2008-02",7.9,
"GRC","HUR","TOT","PC_LF","M","2008-03",8.5,
"GRC","HUR","TOT","PC_LF","M","2008-04",7.8,
"GRC","HUR","TOT","PC_LF","M","2008-05",7.3,
"GRC","HUR","TOT","PC_LF","M","2008-06",7.6,
"GRC","HUR","TOT","PC_LF","M","2008-07",7.4,
"GRC","HUR","TOT","PC_LF","M","2008-08",7.5,
"GRC","HUR","TOT","PC_LF","M","2008-09",7.7,
"GRC","HUR","TOT","PC_LF","M","2008-10",7.6,
"GRC","HUR","TOT","PC_LF","M","2008-11",7.8,
"GRC","HUR","TOT","PC_LF","M","2008-12",8.6,
"GRC","HUR","TOT","PC_LF","M","2009-01",9,
"GRC","HUR","TOT","PC_LF","M","2009-02",9.1,
"GRC","HUR","TOT","PC_LF","M","2009-03",9.2,
"GRC","HUR","TOT","PC_LF","M","2009-04",9.4,
"GRC","HUR","TOT","PC_LF","M","2009-05",9.3,
"GRC","HUR","TOT","PC_LF","M","2009-06",9.2,
"GRC","HUR","TOT","PC_LF","M","2009-07",9.8,
"GRC","HUR","TOT","PC_LF","M","2009-08",9.9,
"GRC","HUR","TOT","PC_LF","M","2009-09",9.5,
"GRC","HUR","TOT","PC_LF","M","2009-10",10.3,
"GRC","HUR","TOT","PC_LF","M","2009-11",10.8,
"GRC","HUR","TOT","PC_LF","M","2009-12",10.1,
"GRC","HUR","TOT","PC_LF","M","2010-01",11.2,
"GRC","HUR","TOT","PC_LF","M","2010-02",11.6,
"GRC","HUR","TOT","PC_LF","M","2010-03",11.4,
"GRC","HUR","TOT","PC_LF","M","2010-04",12,
"GRC","HUR","TOT","PC_LF","M","2010-05",12.5,
"GRC","HUR","TOT","PC_LF","M","2010-06",12.4,
"GRC","HUR","TOT","PC_LF","M","2010-07",12.7,
"GRC","HUR","TOT","PC_LF","M","2010-08",13.1,
"GRC","HUR","TOT","PC_LF","M","2010-09",13.1,
"GRC","HUR","TOT","PC_LF","M","2010-10",13.9,
"GRC","HUR","TOT","PC_LF","M","2010-11",14.3,
"GRC","HUR","TOT","PC_LF","M","2010-12",14.6,
"GRC","HUR","TOT","PC_LF","M","2011-01",14.9,
"GRC","HUR","TOT","PC_LF","M","2011-02",15.6,
"GRC","HUR","TOT","PC_LF","M","2011-03",16.1,
"GRC","HUR","TOT","PC_LF","M","2011-04",16.1,
"GRC","HUR","TOT","PC_LF","M","2011-05",17.6,
"GRC","HUR","TOT","PC_LF","M","2011-06",17,
"GRC","HUR","TOT","PC_LF","M","2011-07",17.6,
"GRC","HUR","TOT","PC_LF","M","2011-08",19.1,
"GRC","HUR","TOT","PC_LF","M","2011-09",18.6,
"GRC","HUR","TOT","PC_LF","M","2011-10",20.3,
"GRC","HUR","TOT","PC_LF","M","2011-11",20.7,
"GRC","HUR","TOT","PC_LF","M","2011-12",21,
"GRC","HUR","TOT","PC_LF","M","2012-01",21.3,
"GRC","HUR","TOT","PC_LF","M","2012-02",22.2,
"GRC","HUR","TOT","PC_LF","M","2012-03",22.7,
"GRC","HUR","TOT","PC_LF","M","2012-04",23.5,
"GRC","HUR","TOT","PC_LF","M","2012-05",24.1,
"GRC","HUR","TOT","PC_LF","M","2012-06",25.2,
"GRC","HUR","TOT","PC_LF","M","2012-07",25.2,
"GRC","HUR","TOT","PC_LF","M","2012-08",25.5,
"GRC","HUR","TOT","PC_LF","M","2012-09",26.1,
"GRC","HUR","TOT","PC_LF","M","2012-10",26.1,
"GRC","HUR","TOT","PC_LF","M","2012-11",26.4,
"GRC","HUR","TOT","PC_LF","M","2012-12",26.2,
"GRC","HUR","TOT","PC_LF","M","2013-01",26.6,
"GRC","HUR","TOT","PC_LF","M","2013-02",26.6,
"GRC","HUR","TOT","PC_LF","M","2013-03",27.1,
"GRC","HUR","TOT","PC_LF","M","2013-04",27.6,
"GRC","HUR","TOT","PC_LF","M","2013-05",27.9,
"GRC","HUR","TOT","PC_LF","M","2013-06",27.9,
"GRC","HUR","TOT","PC_LF","M","2013-07",28.2,
"GRC","HUR","TOT","PC_LF","M","2013-08",27.5,
"GRC","HUR","TOT","PC_LF","M","2013-09",27.9,
"GRC","HUR","TOT","PC_LF","M","2013-10",27.9,
"GRC","HUR","TOT","PC_LF","M","2013-11",27.5,
"GRC","HUR","TOT","PC_LF","M","2013-12",27.4,
"GRC","HUR","TOT","PC_LF","M","2014-01",26.9,
"GRC","HUR","TOT","PC_LF","M","2014-02",27.1,
"GRC","HUR","TOT","PC_LF","M","2014-03",26.8,
"GRC","HUR","TOT","PC_LF","M","2014-04",27.2,
"GRC","HUR","TOT","PC_LF","M","2014-05",27.3,
"GRC","HUR","TOT","PC_LF","M","2014-06",26.7,
"GRC","HUR","TOT","PC_LF","M","2014-07",26.5,
"GRC","HUR","TOT","PC_LF","M","2014-08",26.4,
"GRC","HUR","TOT","PC_LF","M","2014-09",26.1,
"GRC","HUR","TOT","PC_LF","M","2014-10",26.1,
"GRC","HUR","TOT","PC_LF","M","2014-11",25.7,
"GRC","HUR","TOT","PC_LF","M","2014-12",25.9,
"GRC","HUR","TOT","PC_LF","M","2015-01",25.4,
"GRC","HUR","TOT","PC_LF","M","2015-02",25.4,
"GRC","HUR","TOT","PC_LF","M","2015-03",26.2,
"GRC","HUR","TOT","PC_LF","M","2015-04",25,
"GRC","HUR","TOT","PC_LF","M","2015-05",25,
"GRC","HUR","TOT","PC_LF","M","2015-06",25.2,
"GRC","HUR","TOT","PC_LF","M","2015-07",25,
"GRC","HUR","TOT","PC_LF","M","2015-08",24.7,
"GRC","HUR","TOT","PC_LF","M","2015-09",24.8,
"GRC","HUR","TOT","PC_LF","M","2015-10",24.6,
"GRC","HUR","TOT","PC_LF","M","2015-11",24.4,
"GRC","HUR","TOT","PC_LF","M","2015-12",24,
"GRC","HUR","TOT","PC_LF","M","2016-01",24.3,
"GRC","HUR","TOT","PC_LF","M","2016-02",23.6,
"GRC","HUR","TOT","PC_LF","M","2016-03",23.9,
"GRC","HUR","TOT","PC_LF","M","2016-04",23.4,
"GRC","HUR","TOT","PC_LF","M","2016-05",23.6,
"GRC","HUR","TOT","PC_LF","M","2016-06",23.7,
"GRC","HUR","TOT","PC_LF","M","2016-07",23.4,
"GRC","HUR","TOT","PC_LF","M","2016-08",23.4,
"GRC","HUR","TOT","PC_LF","M","2016-09",23.3,
"GRC","HUR","TOT","PC_LF","M","2016-10",23.1,
"GRC","HUR","TOT","PC_LF","M","2016-11",23.2,
"GRC","HUR","TOT","PC_LF","M","2016-12",23.6,
"GRC","HUR","TOT","PC_LF","M","2017-01",22.7,
"GRC","HUR","TOT","PC_LF","M","2017-02",22.4,
"GRC","HUR","TOT","PC_LF","M","2017-03",22.3,
"GRC","HUR","TOT","PC_LF","M","2017-04",21.4,
"GRC","HUR","TOT","PC_LF","M","2017-05",21.9,
"GRC","HUR","TOT","PC_LF","M","2017-06",21.6,
"GRC","HUR","TOT","PC_LF","M","2017-07",20.9,
"GRC","HUR","TOT","PC_LF","M","2017-08",20.9,
"GRC","HUR","TOT","PC_LF","M","2017-09",21,
"GRC","HUR","TOT","PC_LF","M","2017-10",21,
"GRC","HUR","TOT","PC_LF","M","2017-11",21,
"GRC","HUR","TOT","PC_LF","M","2017-12",21,
"GRC","HUR","TOT","PC_LF","M","2018-01",20.3,
"GRC","HUR","TOT","PC_LF","M","2018-02",20.5,
"GRC","HUR","TOT","PC_LF","M","2018-03",20.2,
"GRC","HUR","TOT","PC_LF","M","2018-04",19.9,
"GRC","HUR","TOT","PC_LF","M","2018-05",19.4,
"GRC","HUR","TOT","PC_LF","M","2018-06",19.3,
"GRC","HUR","TOT","PC_LF","M","2018-07",19.1,
"GRC","HUR","TOT","PC_LF","M","2018-08",19,
"GRC","HUR","TOT","PC_LF","M","2018-09",18.8,
"GRC","HUR","TOT","PC_LF","M","2018-10",18.6,
"GRC","HUR","TOT","PC_LF","M","2018-11",18.5,
"GRC","HUR","TOT","PC_LF","M","2018-12",18.4,
"GRC","HUR","TOT","PC_LF","M","2019-01",18.7,
"GRC","HUR","TOT","PC_LF","M","2019-02",18.6,
"GRC","HUR","TOT","PC_LF","M","2019-03",17.8,
"GRC","HUR","TOT","PC_LF","M","2019-04",17.9,
"GRC","HUR","TOT","PC_LF","M","2019-05",17.1,
"GRC","HUR","TOT","PC_LF","M","2019-06",16.9,
"GRC","HUR","TOT","PC_LF","M","2019-07",17.2,
"GRC","HUR","TOT","PC_LF","M","2019-08",16.7,
"GRC","HUR","TOT","PC_LF","M","2019-09",16.7,
"GRC","HUR","TOT","PC_LF","M","2019-10",16.9,
"GRC","HUR","TOT","PC_LF","M","2019-11",16.6,
"GRC","HUR","TOT","PC_LF","M","2019-12",16.4,
"GRC","HUR","TOT","PC_LF","M","2020-01",16.7,
"GRC","HUR","TOT","PC_LF","M","2020-02",15.4,
"GRC","HUR","TOT","PC_LF","M","2020-03",15.9,
"GRC","HUR","TOT","PC_LF","M","2020-04",16.3,
"GRC","HUR","TOT","PC_LF","M","2020-05",16.7,
"GRC","HUR","TOT","PC_LF","M","2020-06",17.8,
"GRC","HUR","TOT","PC_LF","M","2020-07",16.8,
"GRC","HUR","TOT","PC_LF","M","2020-08",16.9,
"GRC","HUR","TOT","PC_LF","M","2020-09",16.6,
"GRC","HUR","TOT","PC_LF","M","2020-10",16.4,
"GRC","HUR","TOT","PC_LF","M","2020-11",16.2,
"GRC","HUR","TOT","PC_LF","M","2020-12",15.8,
"HUN","HUR","TOT","PC_LF","M","2005-01",6.8,
"HUN","HUR","TOT","PC_LF","M","2005-02",7,
"HUN","HUR","TOT","PC_LF","M","2005-03",7.1,
"HUN","HUR","TOT","PC_LF","M","2005-04",7.3,
"HUN","HUR","TOT","PC_LF","M","2005-05",7.2,
"HUN","HUR","TOT","PC_LF","M","2005-06",7.1,
"HUN","HUR","TOT","PC_LF","M","2005-07",7.2,
"HUN","HUR","TOT","PC_LF","M","2005-08",7.2,
"HUN","HUR","TOT","PC_LF","M","2005-09",7.2,
"HUN","HUR","TOT","PC_LF","M","2005-10",7.2,
"HUN","HUR","TOT","PC_LF","M","2005-11",7.4,
"HUN","HUR","TOT","PC_LF","M","2005-12",7.5,
"HUN","HUR","TOT","PC_LF","M","2006-01",7.7,
"HUN","HUR","TOT","PC_LF","M","2006-02",7.6,
"HUN","HUR","TOT","PC_LF","M","2006-03",7.5,
"HUN","HUR","TOT","PC_LF","M","2006-04",7.4,
"HUN","HUR","TOT","PC_LF","M","2006-05",7.3,
"HUN","HUR","TOT","PC_LF","M","2006-06",7.3,
"HUN","HUR","TOT","PC_LF","M","2006-07",7.4,
"HUN","HUR","TOT","PC_LF","M","2006-08",7.4,
"HUN","HUR","TOT","PC_LF","M","2006-09",7.4,
"HUN","HUR","TOT","PC_LF","M","2006-10",7.5,
"HUN","HUR","TOT","PC_LF","M","2006-11",7.5,
"HUN","HUR","TOT","PC_LF","M","2006-12",7.4,
"HUN","HUR","TOT","PC_LF","M","2007-01",7.3,
"HUN","HUR","TOT","PC_LF","M","2007-02",7.4,
"HUN","HUR","TOT","PC_LF","M","2007-03",7.4,
"HUN","HUR","TOT","PC_LF","M","2007-04",7.4,
"HUN","HUR","TOT","PC_LF","M","2007-05",7.1,
"HUN","HUR","TOT","PC_LF","M","2007-06",7,
"HUN","HUR","TOT","PC_LF","M","2007-07",7.2,
"HUN","HUR","TOT","PC_LF","M","2007-08",7.2,
"HUN","HUR","TOT","PC_LF","M","2007-09",7.3,
"HUN","HUR","TOT","PC_LF","M","2007-10",7.5,
"HUN","HUR","TOT","PC_LF","M","2007-11",7.8,
"HUN","HUR","TOT","PC_LF","M","2007-12",8.1,
"HUN","HUR","TOT","PC_LF","M","2008-01",8,
"HUN","HUR","TOT","PC_LF","M","2008-02",7.9,
"HUN","HUR","TOT","PC_LF","M","2008-03",7.7,
"HUN","HUR","TOT","PC_LF","M","2008-04",7.8,
"HUN","HUR","TOT","PC_LF","M","2008-05",7.7,
"HUN","HUR","TOT","PC_LF","M","2008-06",7.5,
"HUN","HUR","TOT","PC_LF","M","2008-07",7.5,
"HUN","HUR","TOT","PC_LF","M","2008-08",7.7,
"HUN","HUR","TOT","PC_LF","M","2008-09",7.6,
"HUN","HUR","TOT","PC_LF","M","2008-10",7.8,
"HUN","HUR","TOT","PC_LF","M","2008-11",8.1,
"HUN","HUR","TOT","PC_LF","M","2008-12",8.4,
"HUN","HUR","TOT","PC_LF","M","2009-01",8.7,
"HUN","HUR","TOT","PC_LF","M","2009-02",9.3,
"HUN","HUR","TOT","PC_LF","M","2009-03",9.9,
"HUN","HUR","TOT","PC_LF","M","2009-04",9.4,
"HUN","HUR","TOT","PC_LF","M","2009-05",9.2,
"HUN","HUR","TOT","PC_LF","M","2009-06",9.5,
"HUN","HUR","TOT","PC_LF","M","2009-07",9.6,
"HUN","HUR","TOT","PC_LF","M","2009-08",9.9,
"HUN","HUR","TOT","PC_LF","M","2009-09",10.5,
"HUN","HUR","TOT","PC_LF","M","2009-10",9.6,
"HUN","HUR","TOT","PC_LF","M","2009-11",10.3,
"HUN","HUR","TOT","PC_LF","M","2009-12",10.3,
"HUN","HUR","TOT","PC_LF","M","2010-01",10.7,
"HUN","HUR","TOT","PC_LF","M","2010-02",11.6,
"HUN","HUR","TOT","PC_LF","M","2010-03",11.5,
"HUN","HUR","TOT","PC_LF","M","2010-04",10.8,
"HUN","HUR","TOT","PC_LF","M","2010-05",11,
"HUN","HUR","TOT","PC_LF","M","2010-06",11,
"HUN","HUR","TOT","PC_LF","M","2010-07",10.2,
"HUN","HUR","TOT","PC_LF","M","2010-08",10.7,
"HUN","HUR","TOT","PC_LF","M","2010-09",10.7,
"HUN","HUR","TOT","PC_LF","M","2010-10",10.1,
"HUN","HUR","TOT","PC_LF","M","2010-11",10.5,
"HUN","HUR","TOT","PC_LF","M","2010-12",10.8,
"HUN","HUR","TOT","PC_LF","M","2011-01",11,
"HUN","HUR","TOT","PC_LF","M","2011-02",11.6,
"HUN","HUR","TOT","PC_LF","M","2011-03",11.1,
"HUN","HUR","TOT","PC_LF","M","2011-04",10.5,
"HUN","HUR","TOT","PC_LF","M","2011-05",10.9,
"HUN","HUR","TOT","PC_LF","M","2011-06",10.6,
"HUN","HUR","TOT","PC_LF","M","2011-07",10.3,
"HUN","HUR","TOT","PC_LF","M","2011-08",10.3,
"HUN","HUR","TOT","PC_LF","M","2011-09",10.5,
"HUN","HUR","TOT","PC_LF","M","2011-10",10.7,
"HUN","HUR","TOT","PC_LF","M","2011-11",9.9,
"HUN","HUR","TOT","PC_LF","M","2011-12",10.5,
"HUN","HUR","TOT","PC_LF","M","2012-01",11.9,
"HUN","HUR","TOT","PC_LF","M","2012-02",11.4,
"HUN","HUR","TOT","PC_LF","M","2012-03",10.9,
"HUN","HUR","TOT","PC_LF","M","2012-04",11.4,
"HUN","HUR","TOT","PC_LF","M","2012-05",10.9,
"HUN","HUR","TOT","PC_LF","M","2012-06",10.1,
"HUN","HUR","TOT","PC_LF","M","2012-07",10.6,
"HUN","HUR","TOT","PC_LF","M","2012-08",10,
"HUN","HUR","TOT","PC_LF","M","2012-09",9.8,
"HUN","HUR","TOT","PC_LF","M","2012-10",10.6,
"HUN","HUR","TOT","PC_LF","M","2012-11",10.4,
"HUN","HUR","TOT","PC_LF","M","2012-12",9.9,
"HUN","HUR","TOT","PC_LF","M","2013-01",11.7,
"HUN","HUR","TOT","PC_LF","M","2013-02",11.4,
"HUN","HUR","TOT","PC_LF","M","2013-03",10.2,
"HUN","HUR","TOT","PC_LF","M","2013-04",9.8,
"HUN","HUR","TOT","PC_LF","M","2013-05",10.6,
"HUN","HUR","TOT","PC_LF","M","2013-06",9.5,
"HUN","HUR","TOT","PC_LF","M","2013-07",9.6,
"HUN","HUR","TOT","PC_LF","M","2013-08",10,
"HUN","HUR","TOT","PC_LF","M","2013-09",9,
"HUN","HUR","TOT","PC_LF","M","2013-10",9.2,
"HUN","HUR","TOT","PC_LF","M","2013-11",8.6,
"HUN","HUR","TOT","PC_LF","M","2013-12",8.7,
"HUN","HUR","TOT","PC_LF","M","2014-01",8.2,
"HUN","HUR","TOT","PC_LF","M","2014-02",7.4,
"HUN","HUR","TOT","PC_LF","M","2014-03",8.1,
"HUN","HUR","TOT","PC_LF","M","2014-04",7.8,
"HUN","HUR","TOT","PC_LF","M","2014-05",7.8,
"HUN","HUR","TOT","PC_LF","M","2014-06",8.3,
"HUN","HUR","TOT","PC_LF","M","2014-07",7.5,
"HUN","HUR","TOT","PC_LF","M","2014-08",6.6,
"HUN","HUR","TOT","PC_LF","M","2014-09",7.5,
"HUN","HUR","TOT","PC_LF","M","2014-10",6.6,
"HUN","HUR","TOT","PC_LF","M","2014-11",6.8,
"HUN","HUR","TOT","PC_LF","M","2014-12",7.4,
"HUN","HUR","TOT","PC_LF","M","2015-01",7.3,
"HUN","HUR","TOT","PC_LF","M","2015-02",7.7,
"HUN","HUR","TOT","PC_LF","M","2015-03",7.4,
"HUN","HUR","TOT","PC_LF","M","2015-04",6.8,
"HUN","HUR","TOT","PC_LF","M","2015-05",6.8,
"HUN","HUR","TOT","PC_LF","M","2015-06",6.8,
"HUN","HUR","TOT","PC_LF","M","2015-07",6.4,
"HUN","HUR","TOT","PC_LF","M","2015-08",6.3,
"HUN","HUR","TOT","PC_LF","M","2015-09",6,
"HUN","HUR","TOT","PC_LF","M","2015-10",6.2,
"HUN","HUR","TOT","PC_LF","M","2015-11",6,
"HUN","HUR","TOT","PC_LF","M","2015-12",5.9,
"HUN","HUR","TOT","PC_LF","M","2016-01",6,
"HUN","HUR","TOT","PC_LF","M","2016-02",5.6,
"HUN","HUR","TOT","PC_LF","M","2016-03",5.6,
"HUN","HUR","TOT","PC_LF","M","2016-04",5.6,
"HUN","HUR","TOT","PC_LF","M","2016-05",5,
"HUN","HUR","TOT","PC_LF","M","2016-06",4.6,
"HUN","HUR","TOT","PC_LF","M","2016-07",5.1,
"HUN","HUR","TOT","PC_LF","M","2016-08",4.6,
"HUN","HUR","TOT","PC_LF","M","2016-09",4.5,
"HUN","HUR","TOT","PC_LF","M","2016-10",4.6,
"HUN","HUR","TOT","PC_LF","M","2016-11",3.9,
"HUN","HUR","TOT","PC_LF","M","2016-12",4.4,
"HUN","HUR","TOT","PC_LF","M","2017-01",4.1,
"HUN","HUR","TOT","PC_LF","M","2017-02",4.2,
"HUN","HUR","TOT","PC_LF","M","2017-03",4.6,
"HUN","HUR","TOT","PC_LF","M","2017-04",4.4,
"HUN","HUR","TOT","PC_LF","M","2017-05",4.1,
"HUN","HUR","TOT","PC_LF","M","2017-06",4.2,
"HUN","HUR","TOT","PC_LF","M","2017-07",4.1,
"HUN","HUR","TOT","PC_LF","M","2017-08",3.9,
"HUN","HUR","TOT","PC_LF","M","2017-09",3.7,
"HUN","HUR","TOT","PC_LF","M","2017-10",3.8,
"HUN","HUR","TOT","PC_LF","M","2017-11",3.6,
"HUN","HUR","TOT","PC_LF","M","2017-12",3.6,
"HUN","HUR","TOT","PC_LF","M","2018-01",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-02",3.8,
"HUN","HUR","TOT","PC_LF","M","2018-03",3.5,
"HUN","HUR","TOT","PC_LF","M","2018-04",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-05",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-06",3.3,
"HUN","HUR","TOT","PC_LF","M","2018-07",3.7,
"HUN","HUR","TOT","PC_LF","M","2018-08",3.8,
"HUN","HUR","TOT","PC_LF","M","2018-09",3.5,
"HUN","HUR","TOT","PC_LF","M","2018-10",3.5,
"HUN","HUR","TOT","PC_LF","M","2018-11",3.6,
"HUN","HUR","TOT","PC_LF","M","2018-12",3.5,
"HUN","HUR","TOT","PC_LF","M","2019-01",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-02",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-03",3.2,
"HUN","HUR","TOT","PC_LF","M","2019-04",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-05",3.3,
"HUN","HUR","TOT","PC_LF","M","2019-06",3.1,
"HUN","HUR","TOT","PC_LF","M","2019-07",3.4,
"HUN","HUR","TOT","PC_LF","M","2019-08",3.2,
"HUN","HUR","TOT","PC_LF","M","2019-09",3.3,
"HUN","HUR","TOT","PC_LF","M","2019-10",3.6,
"HUN","HUR","TOT","PC_LF","M","2019-11",3.3,
"HUN","HUR","TOT","PC_LF","M","2019-12",2.9,
"HUN","HUR","TOT","PC_LF","M","2020-01",3.8,
"HUN","HUR","TOT","PC_LF","M","2020-02",3.5,
"HUN","HUR","TOT","PC_LF","M","2020-03",3.4,
"HUN","HUR","TOT","PC_LF","M","2020-04",4.1,
"HUN","HUR","TOT","PC_LF","M","2020-05",4.4,
"HUN","HUR","TOT","PC_LF","M","2020-06",5,
"HUN","HUR","TOT","PC_LF","M","2020-07",4.5,
"HUN","HUR","TOT","PC_LF","M","2020-08",3.8,
"HUN","HUR","TOT","PC_LF","M","2020-09",4.5,
"HUN","HUR","TOT","PC_LF","M","2020-10",4.4,
"HUN","HUR","TOT","PC_LF","M","2020-11",4,
"HUN","HUR","TOT","PC_LF","M","2020-12",4.1,
"HUN","HUR","TOT","PC_LF","M","2021-01",4.9,
"HUN","HUR","TOT","PC_LF","M","2021-02",4.5,
"ISL","HUR","TOT","PC_LF","M","2005-01",3.1,
"ISL","HUR","TOT","PC_LF","M","2005-02",3,
"ISL","HUR","TOT","PC_LF","M","2005-03",2.9,
"ISL","HUR","TOT","PC_LF","M","2005-04",2.9,
"ISL","HUR","TOT","PC_LF","M","2005-05",2.9,
"ISL","HUR","TOT","PC_LF","M","2005-06",2.9,
"ISL","HUR","TOT","PC_LF","M","2005-07",2.9,
"ISL","HUR","TOT","PC_LF","M","2005-08",2.9,
"ISL","HUR","TOT","PC_LF","M","2005-09",3,
"ISL","HUR","TOT","PC_LF","M","2005-10",3.1,
"ISL","HUR","TOT","PC_LF","M","2005-11",3.1,
"ISL","HUR","TOT","PC_LF","M","2005-12",3.1,
"ISL","HUR","TOT","PC_LF","M","2006-01",3.1,
"ISL","HUR","TOT","PC_LF","M","2006-02",3.1,
"ISL","HUR","TOT","PC_LF","M","2006-03",3.2,
"ISL","HUR","TOT","PC_LF","M","2006-04",3.3,
"ISL","HUR","TOT","PC_LF","M","2006-05",3.3,
"ISL","HUR","TOT","PC_LF","M","2006-06",3.4,
"ISL","HUR","TOT","PC_LF","M","2006-07",3.3,
"ISL","HUR","TOT","PC_LF","M","2006-08",3.3,
"ISL","HUR","TOT","PC_LF","M","2006-09",3.2,
"ISL","HUR","TOT","PC_LF","M","2006-10",3.2,
"ISL","HUR","TOT","PC_LF","M","2006-11",3,
"ISL","HUR","TOT","PC_LF","M","2006-12",2.9,
"ISL","HUR","TOT","PC_LF","M","2007-01",2.8,
"ISL","HUR","TOT","PC_LF","M","2007-02",2.7,
"ISL","HUR","TOT","PC_LF","M","2007-03",2.7,
"ISL","HUR","TOT","PC_LF","M","2007-04",2.7,
"ISL","HUR","TOT","PC_LF","M","2007-05",2.7,
"ISL","HUR","TOT","PC_LF","M","2007-06",2.7,
"ISL","HUR","TOT","PC_LF","M","2007-07",2.7,
"ISL","HUR","TOT","PC_LF","M","2007-08",2.7,
"ISL","HUR","TOT","PC_LF","M","2007-09",2.7,
"ISL","HUR","TOT","PC_LF","M","2007-10",2.6,
"ISL","HUR","TOT","PC_LF","M","2007-11",2.6,
"ISL","HUR","TOT","PC_LF","M","2007-12",2.7,
"ISL","HUR","TOT","PC_LF","M","2008-01",2.7,
"ISL","HUR","TOT","PC_LF","M","2008-02",2.8,
"ISL","HUR","TOT","PC_LF","M","2008-03",2.8,
"ISL","HUR","TOT","PC_LF","M","2008-04",2.8,
"ISL","HUR","TOT","PC_LF","M","2008-05",3,
"ISL","HUR","TOT","PC_LF","M","2008-06",3.2,
"ISL","HUR","TOT","PC_LF","M","2008-07",3.4,
"ISL","HUR","TOT","PC_LF","M","2008-08",3.7,
"ISL","HUR","TOT","PC_LF","M","2008-09",4,
"ISL","HUR","TOT","PC_LF","M","2008-10",4.4,
"ISL","HUR","TOT","PC_LF","M","2008-11",4.9,
"ISL","HUR","TOT","PC_LF","M","2008-12",5.4,
"ISL","HUR","TOT","PC_LF","M","2009-01",6.1,
"ISL","HUR","TOT","PC_LF","M","2009-02",6.7,
"ISL","HUR","TOT","PC_LF","M","2009-03",7.2,
"ISL","HUR","TOT","PC_LF","M","2009-04",7.5,
"ISL","HUR","TOT","PC_LF","M","2009-05",7.7,
"ISL","HUR","TOT","PC_LF","M","2009-06",7.9,
"ISL","HUR","TOT","PC_LF","M","2009-07",7.9,
"ISL","HUR","TOT","PC_LF","M","2009-08",7.9,
"ISL","HUR","TOT","PC_LF","M","2009-09",8,
